CityName,CityUniqueID_,Annual number of public transit trips per capita_52,Average life expectancy_198,City unemployment rate_212,Commercial/industrial assessment as a percentage of total assessment_61,Debt service ratio (debt service expenditures as a percent of a municipality's own-source revenue)_106,"Green area (hectares) per 100,000 population_113",Greenhouse gas emissions measured in tonnes per capita_121,"Km of high capacity public transit system per 100,000 population_200","Km of light passenger transit system per 100,000 population_201","Number of cell phone connections per 100,000 population_177","Number of fire related deaths per 100,000 population_36","Number of firefighters per 100,000 population_32","Number of homicides per 100,000 population_44","Number of in-patient hospital beds per 100,000 population_40","Number of internet connections per 100,000 population_125",Number of personal automobiles per capita_202,"Number of physicians per 100,000 population_41","Number of police officers per 100,000 population_45",Percentage of city population living in poverty_124,Percentage of city population living in slums_122,Percentage of city population served by wastewater collection_56,Percentage of city population with authorized electrical service_103,Percentage of city population with potable water supply service_59,Percentage of city population with regular solid waste collection_47,Percentage of city population with sustainable access to an improved water source_204,Percentage of female population enrolled in schools_141,Percentage of students completing primary education_139,Percentage of students completing secondary education_140,Percentage of the city's solid waste that is recycled_146,Percentage of the city's wastewater receiving primary treatment_155,Percentage of the city's wastewater receiving secondary treatment_156,Percentage of the city's wastewater receiving tertiary treatment_157,Percentage of the city's wastewater that has received no treatment_154,PM10 Concentration_214,Student/teacher ratio_28,Total domestic water consumption per capita (litres/day)_61,Total electrical use per capita (kWh/year)_104,"Under age five mortality per 1,000 live births_38",Voter participation in last municipal election (as a percent of eligible voters)_114
MAKKAH,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,
MALABON,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,
MANDALUYONG,111,,,,21.47,,,,,,,7,1,1.94,164,,,164,101,,,,,,100,,75.31,81.37,71.06,0.54,,,,,47,34,,,86,
MANDAUE,196,,69,,,,,,,,,1.33,16.67,,16.67,,,6.67,,,,,1624,5106,,,48.79,94.34,81.79,,,,,,,0.02,169.72,476109005,0.34,
MANDLAKAZI,197,,,45,,,,,,,,136.36,,90.9,,0,,18.18,272.73,,,,,,,,,,35,,,,,,,45.8,,,10,78
MAPUTO,321,,,,,,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR DEL PLATA,382,,74.9,8.95,,,61.45,,,,108.48,,,7.5,217,30.88,0.6,4.6,,6.8,,92,100,93,100,93,,,,0.92,,,,,,25.1,295,890,10.9,
MARIKINA,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,
MARKHAM,66,,,7,,0,350.32,9.4,,,,0,91.06,,108.94,,,,,,,100,,100,100,100,,,,74,,100,,0,,,281.6,,,37.6
MARSA MATROUH,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASBATE,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASHHAD,410,,,,,,94,,,,,,,,,,,,,,,,,,,,97.82,,,,,,,,87,,,,,
MBABANE,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDICINE HAT,225,20.45,,5.5,18.98,10.39,2946,,,217.7,,1.61,112.9,5,,75000,0.91,,185,,0,100,100,100,100,100,,,,30,100,100,0,0,,,375.85,10649,,45
MELBOURNE,419,,,5.99,48.58,0,462.86,36.04,,,,,,7.62,,,,,,,0,100,100,100,100,100,148.12,129.63,190.19,21.97,100,100,1.8,0,,,116.48,39029.81,,60.01
MILAN,58,460.36,81.4,4,,,374.16,5.38,23.17,77.65,,0,69.5,0.23,774.04,22093.82,0.29,279.74,216.22,,,100,100,100,100,,85.82,100,76.77,35.48,100,100,100,0,44,9.41,336.03,5572.42,9.64,67.55
MINNA,55,,45.5,,,,,,,,,0,14.93,,127.36,,,41.29,,,,,,,,,48.39,97.01,,,,,,,,14.58,,,,
MISSISSAUGA,388,,,,26.4,0,413.18,,,,,0.56,86.4,,,,,,,13.55,,,,,,,,,,,,,,,,,,,,34.34
MOMBASA,326,,53.3,19.26,,60.09,6.45,10.99,6.6,27.77,63485.52,0.53,11.64,9.95,112.7,507.4,,4.76,,37.63,,13.78,59.09,18.86,60,60.07,95.26,21.1,91,10,55,50,0,,30,170,,0,117,61.38
MONROVIA,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTEVIDEO,276,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTREAL,33,,,,,11.32,286.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44
MOSUL,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUMBAI,63,,56.8,,,,66,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,
MUNOZ,133,,66.5,5.69,,9.44,12260,,12.19,,49677.78,0,15.56,1.11,100,1206.67,,6.67,51.11,4.39,0.79,,100,31.42,31.22,100,93.05,96.81,90.02,10,,,,,,31.85,70.77,235.2,18.68,73.36
MUSCAT,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAIHATI,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAIVASHA,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAJRAN,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPLES,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N'DJAMENA,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELSON MANDELA BAY,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWCASTLE,294,,84,5.74,,3.5,,4.75,,,,,,45.22,,28824.83,,,,,,,,,,,,,,,,,,,,,,,,84.74
NEWMARKET,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIORO DU RIP,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH SINAI,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLONGAPO,98,153.91,57,8.81,,57.89,2707.81,,7.11,50.59,15355.34,0.79,59.68,3.16,161.26,2985.38,0.15,90.12,130.83,21.46,1.31,0.39,95.71,83.24,92.53,95.82,97.04,80.33,68.5,23,,,,30,,35.23,121.41,548.53,11.15,74.67
OROQUIETA,87,,,,,47.1,,,,,,0,18.1,1.54,300,,,60,49.8,57.24,3.3,,,,58.42,,94.49,64.5,62.5,22.96,,,,,,20.57,,,1.9,78.8
OSHAWA,226,5.51,80.7,6.64,,,,,7.94,400.94,,0,108.55,0.29,355.26,81000,0.55,2631.58,143,,0,99,100,100,100,100,,96,81,52,100,99,0,0,17,0.98,199,,6,25.1
OUJDA,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALAYAN,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSI,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENRITH,236,,84,5.48,,,,,,,,,,,,26246.24,,,,,,,,,,,,,,,,,,,,,186.27,,,78.64
PEORIA,147,14.96,77.7,6.1,68,5.1,10245.16,,,0.79,9300,0.65,94.19,1.27,269,28000,0.52,225,96.77,6.9,0,95,100,100,100,82,84.74,,91,24,95,0,0,5,48,25,135,1907,7,81.17
PHNOM PENH,169,,,5.79,,,,,,,,,,,,,0.06,,,,,,,,,,77.48,,,,,,,,,32.23,,,,
PICKERING,243,47.45,80.7,8.91,,6.61,8897.23,6.51,1617259.57,207.45,,1,88,,,,0.6,,,7,0,,100,94.93,,,,,,,,,,,,,,,,32
PIROT,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORT OF SPAIN,283,0,70,45,,,,,0,122.45,150155.1,0.76,303.49,36.8,250,7808.16,0.35,64.72,493.17,,0,100,100,100,100,100,53.23,94,80,0,,,,0,,18,,5800,24.2,48.74
PORT SAID,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTLAND,257,66.67,79,7.91,,,11.27,10.42,0,5.55,,0.51,116.89,3.94,,,0.61,,167.47,,0,100,,100,92,,,,58.08,65.63,,,,,20.1,,96.67,,,
PORTO ALEGRE,26,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO PRINCESA,217,,68.85,8,,101.28,68801.66,0.91,,355.73,68704,0.44,12.83,0.44,107.14,,0.02,44.29,76.99,23.61,14.2,,85.92,89.66,77,88.99,76.02,59.36,52.37,32.55,,,,,20.59,37.41,57.59,382.74,18.53,79.95
QUEZON CITY,108,,,,,,,,,,,,,,324.71,,,,,,,,,,,,,,,,,,,,47,,,,,
QUILMES,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUITO,333,,,,,,14947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMALLAH,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION OF PEEL,418,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REXTON,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICHMOND HILL,105,26.16,82,6.9,26,0,2077.32,4.13,8.25,469.07,67030.41,0,68.04,0,260.82,36862.89,0.83,382.47,72.18,12.18,0,100,100,100,100,100,100,100,89,68.2,100,100,,0,11.2,16.48,285,5644.09,5,28.8
RIGA,246,233.13,73,9.93,9,102.91,1087.5,2.85,241.64,161.76,,,,5.57,585.43,75954.5,0.3,391.1,385.43,11.14,,87.6,99,94,95,94,50.47,,,2.69,,,,17.48,,10.73,77.45,,7.14,55.55
RIYADH,386,0.03,73.7,,18.8,,,,,,,,,,369.76,0.44,0.34,203.71,,,,72.2,99.1,96.77,100,99.7,,,,,,,,,157,14.67,260,,,39.92
ROTTERDAM,245,,,10.99,24.03,40,530.7,25,6.9,17.03,,,,,,,,,,,0,100,100,100,100,100,,,,23,,,,,22,,136,53.7,,
ROXAS,128,,,,,,,,,,,,,,,,,137.58,,,,,,,,,,,,,,,,,,,,,,
SAANICH,136,70.64,82.21,5.3,6.97,1.91,,4.01,0,1178.11,,0,80,0,232.61,85.4,0.47,327.87,140,0,0,94.88,100,98.23,100,98.23,,80.37,76,36.45,100,0,0,0,12.9,16.45,329.63,8780.57,6.55,25
SAN ANTONIO,288,27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FERNANDO,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JOSE DEL MONTE,130,,71.7,9.9,,3.4,726,,,,,0,4,1,40,,,1,16,,,,,83,100,83,85.89,80.47,71.93,34.14,,,,,,49.36,,,2.6,71.34
SAN PABLO,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN SALVADOR,219,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,
SANA'A,385,0.16,58.3,,,,0.44,,,,37727.47,1.02,2.22,9.05,122.28,540.3,0.05,103.68,155.35,14.9,3,61,95,64.5,75,,,,,,40,0,0,60,,,77,,,60
SANTA ANA,258,4.8,74.3,9.76,,37.5,87.18,1.5,14.33,11.43,16794.8,0.39,7.81,22.66,208.2,2351.17,0.12,113.67,83.98,49.27,78.36,63,100,79,78.9,,78.84,14.75,8.34,35,0,0,0,100,35,22.2,,654.46,15.79,37.9
SANTIAGO,193,101.36,80,,,,261,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTIAGO DE LOS CABALLEROS,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO BERNARDO DO CAMPO,176,218.8,69.93,13,44.14,2.58,,,,0.92,,0,11.9,8.89,266.54,,0.41,150.2,147.19,12.25,,88,98.04,99.86,100,100,102.39,93.6,80.44,0.8,,27,,73,38,11.58,50194.68,3932.36,14.58,83.18
SAO PAULO,29,714.5,75.9,,65.1,21.47,124.12,1.47,,,,0.3,81.5,7.85,283,49850,0.43,440.68,300.72,8.63,12.19,92.26,100,100,100,99.32,93.38,95.5,90.2,,,,,25,36,,,,13.2,79.4
SASKATOON,351,55.49,79.5,5.01,,0.66,1462.61,,0,124.32,,117.12,117.12,1.8,354.5,,1.1,408.56,0,12.01,0,100,46,107.57,100,100,98.88,59.07,35.97,19.12,100,100,100,0,75000,12.93,179.39,58546.57,0.83,36.86
SEKONDI TAKORADI,233,,61,,70,,,,,,,,1,,2515,,,4,,,,,,,,,66,13,21,,,,,,,31,,,0.03,
SHEBEEN EL-KOM,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDI BARRANI,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINAIA,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMITHERS,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOHAG,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUSSE,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,
ST. CATHARINES,220,42.31,,,,,332.82,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. JOHN'S,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCRE,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURIGAO,153,,70,,,,,,,,,0,49.26,11.76,191.91,,,61.76,63.24,,,,89.52,,71.44,,,78.07,80.52,,,,,,,42,,33.03,20.22,81.49
SURREY,101,,81.3,5.71,,16.13,217.51,3.97,,,,0.21,91.88,2.48,155.69,,0.48,127,138,15.16,0,93,,99,100,100,,100,83.4,50,100,100,0,0,12,16.6,292,220688.87,4.4,25.16
TABACO,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACURONG,92,,,48.35,,26.25,,,,,67210.98,1.22,24.39,6.1,248.78,,0.04,65.85,68.29,16.5,,0,85.67,99.46,48,68.84,133.1,61.94,62.07,0,0,0,0,0,,28.1,,483.24,18.93,76.94
TAFILA,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGAYTAY,171,,,,,,36.05,,,,,,,,,,,311.29,135.48,,,,98.43,98.66,73,98.66,,,,,,,,,,,,,,
TANTA,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARLAC,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHRAN,54,1.92,71.7,,,,95.83,,,40.32,69.3,3.13,38.48,4.1,240.9,,,32.19,,,27.73,36.92,,,,,92.09,,,,,,,,96,14.6,220.65,,28,
TEL AVIV-YAFO,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
THIES,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUNDER BAY,244,33.2,79.3,,,1.82,1403.7,,,,,1.8,,3.42,,,,,191.45,,,,,,,,,,,33,,,,0,,,,,3.8,
TOLEDO,172,,,,,37.12,,,,,,,,,,,,,,,,,86.15,,,,,,,,,,,,,,,,,
TORONTO,1,201.49,80.6,9.21,19.5,5.46,548.85,9,16.43,354.37,48791.73,0.61,99.71,1.79,335.2,31668.39,0.41,278.46,201,27.2,0,100,100,100,100,100,99.4,100,82,49,100,100,0,1.3,21,16.57,205.48,8855.28,6.39,50.55
TRUJILLO,253,1.01,75.31,4.2,28,0.05,,,0,22.42,13853.68,0.45,20.89,23.28,60.29,2411.88,0.39,82.27,219.21,7.2,12,95.4,84.4,96.4,98,96.4,,,58.77,2,69,69,0,31,,19.98,90.18,1070,,
TUGUEGARAO,173,,71.09,3.9,,17.03,38.91,,63.18,103.6,36989.26,0,68.46,12.75,503.36,7397.32,0.07,114.77,200,1.68,0,100,99.35,77.81,100,100,87.21,99.06,96.63,32.9,0,0,0,100,,26.95,91.11,308.13,16.48,72.97
URMIA,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,
UST KAMENOGORSK,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALDIVIA,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALPARAISO,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCOUVER,22,190,82.6,,,11.5,275,5.2,,,,0.33,123,2.5,301.9,,,432,202,33.8,0,99.5,,100,100,,,0,,,,,,,,,583,,4.11,30
VAUGHAN,254,100.23,82,4.7,23.97,3.95,,,6.74,548.9,,0,89.24,1,0,,0.52,74.41,,,,99,100,100,100,100,,,,68.07,100,,,0,6.2,,209,10129,14,40.55
VICTORIA,157,,82,5.1,,3.51,251.81,4.7,,,,1.2,115.66,1.05,,,,,253.68,,,100,,100,100,100,,,,60.78,100,,,,,,260.63,,,26.73
VICTORIA,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIGAN,145,,71,9.02,,12.66,262.49,,,,,2.04,69.39,71.43,540.82,,0.04,102.04,142.86,,,100,100,100,26.86,,,,,42.04,,,,,,,,58.78,,
VILNIUS,248,358.17,74.32,,,,,,,,,3.44,,4,12.12,,0.49,69.6,345,,,,,,,,,,,,,,,0,,,147.13,,4.4,44.02
WAD MADANI,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITBY,345,,,,,,344.06,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDHOEK,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDSOR,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAOUNDE,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAMBOANGA,112,,73.57,4.7,,0,6.4,,0,0,,0,27.32,3.27,144.28,221.5,0.02,22,154.67,20.8,,,71.14,57.61,68.17,93.2,97.25,57.58,54.71,6.11,,,,,0,43.27,23.94,472.59,4.55,
ZAPOPAN,222,,,,,,370.85,,,,,,,,86.9,,,,,20.7,,,,,,,,,,,,,,,,,,,,
ZARQA,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
